Year,Gender,GeoCode,Value
2010,,d8,852
2009,,d8,820
2022,,d9,830
2021,,d9,828
2020,,d9,831
2019,,d9,825
2018,,d9,825
2017,,d9,828
2016,,d9,842
2015,,d9,814
2014,,d9,817
2013,,d9,784
2012,,d9,776
2011,,d9,794
2010,,d9,779
2009,,d9,722
2022,,d10,1248
2021,,d10,1201
2020,,d10,1209
2019,,d10,1173
2018,,d10,1188
2017,,d10,1178
2016,,d10,1224
2015,,d10,1193
2014,,d10,1198
2013,,d10,1146
2012,,d10,1165
2011,,d10,1116
2010,,d10,1064
2009,,d10,1024
2022,,d11,935
2021,,d11,899
2020,,d11,882
2019,,d11,916
2018,,d11,937
2017,,d11,926
2016,,d11,918
2015,,d11,931
2014,,d11,914
2013,,d11,875
2012,,d11,886
2011,,d11,886
2010,,d11,842
2009,,d11,765
2022,,d12,1146
2021,,d12,1090
2020,,d12,1081
2019,,d12,1116
2018,,d12,1149
2017,,d12,1180
2016,,d12,1201
2015,,d12,1159
2014,,d12,1165
2013,,d12,1156
2012,,d12,1150
2011,,d12,1124
2010,,d12,1037
2009,,d12,1004
2022,,d13,451
2021,,d13,456
2020,,d13,454
2019,,d13,479
2018,,d13,482
2017,,d13,485
2016,,d13,474
2015,,d13,482
2014,,d13,480
2013,,d13,490
2012,,d13,522
2011,,d13,556
2010,,d13,575
2009,,d13,562
2022,,d14,384
2021,,d14,396
2020,,d14,393
2019,,d14,387
2018,,d14,393
2017,,d14,398
2016,,d14,411
2015,,d14,417
2014,,d14,395
2013,,d14,428
2012,,d14,436
2011,,d14,454
2010,,d14,443
2009,,d14,425
2022,,d15,915
2021,,d15,876
2020,,d15,873
2019,,d15,853
2018,,d15,907
2017,,d15,879
2016,,d15,903
2015,,d15,864
2014,,d15,887
2013,,d15,811
2012,,d15,773
2011,,d15,764
2010,,d15,753
2009,,d15,715
2022,,d16,834
2021,,d16,774
2020,,d16,788
2019,,d16,802
2018,,d16,789
2017,,d16,795
2016,,d16,794
2015,,d16,762
2014,,d16,769
2013,,d16,762
2012,,d16,735
2011,,d16,676
2010,,d16,613
2009,,d16,576
2022,,d18,252
2021,,d18,256
2020,,d18,280
2019,,d18,272
2018,,d18,250
2017,,d18,256
2016,,d18,249
2015,,d18,251
2014,,d18,236
2013,,d18,232
2012,,d18,230
2011,,d18,210
2010,,d18,213
2009,,d18,180
2022,,d19,355
2021,,d19,366
2020,,d19,359
2019,,d19,348
2018,,d19,344
2017,,d19,341
2016,,d19,357
2015,,d19,338
2014,,d19,347
2013,,d19,307
2012,,d19,321
2011,,d19,321
2010,,d19,300
2009,,d19,278
2022,,d171,115
2021,,d171,107
2020,,d171,122
2019,,d171,110
2018,,d171,111
2017,,d171,113
2016,,d171,100
2015,,d171,104
2014,,d171,97
2013,,d171,87
2012,,d171,84
2011,,d171,85
2010,,d171,87
2009,,d171,77
2022,,d172,115
2021,,d172,107
2020,,d172,122
2019,,d172,110
2018,,d172,111
2017,,d172,113
2016,,d172,100
2015,,d172,104
2014,,d172,97
2013,,d172,87
2012,,d172,84
2011,,d172,85
2010,,d172,87
2009,,d172,77
2022,,d173,115
2021,,d173,107
2020,,d173,122
2019,,d173,110
2018,,d173,111
2017,,d173,113
2016,,d173,100
2015,,d173,104
2014,,d173,97
2013,,d173,87
2012,,d173,84
2011,,d173,85
2010,,d173,87
2009,,d173,77
2022,,d174,115
2021,,d174,107
2020,,d174,122
2019,,d174,110
2018,,d174,111
2017,,d174,113
2016,,d174,100
2015,,d174,104
2014,,d174,97
2013,,d174,87
2012,,d174,84
2011,,d174,85
2010,,d174,87
2009,,d174,77
