Year,Gender,Age,GeoCode,Value
2011,,,d172,7.3
2010,,,d172,8.1
2009,,,d172,8.5
2022,,,d173,7.7
2021,,,d173,7.6
2020,,,d173,7.2
2019,,,d173,7.1
2018,,,d173,7.3
2017,,,d173,6.3
2016,,,d173,6.5
2015,,,d173,6.2
2014,,,d173,6.1
2013,,,d173,6.3
2012,,,d173,6.2
2011,,,d173,7.3
2010,,,d173,8.1
2009,,,d173,8.5
2022,,,d174,7.7
2021,,,d174,7.6
2020,,,d174,7.2
2019,,,d174,7.1
2018,,,d174,7.3
2017,,,d174,6.3
2016,,,d174,6.5
2015,,,d174,6.2
2014,,,d174,6.1
2013,,,d174,6.3
2012,,,d174,6.2
2011,,,d174,7.3
2010,,,d174,8.1
2009,,,d174,8.5
